section|subsection|polity_name|polity_new_ID|polity_old_ID|variable_name|value_from|value_to|year_from|year_to|confidence|is_disputed|is_uncertain|expert_checked
General Variables|Identity and Location|Chaco Regional System - Early|us_chaco_1|us_chaco_1|original_name|Chaco Canyon||850|1039|Confident|False|False|False
General Variables|Identity and Location|Chaco Regional System - Late|us_chaco_2|us_chaco_2|original_name|Chaco Canyon||1040|1149|Confident|False|False|False
General Variables|Identity and Location|Aztec Regional System|us_aztec_puebloan|us_aztec_puebloan|original_name| - ||1150|1300|Confident|False|False|False
General Variables|Identity and Location|Spanish Empire II|es_spanish_emp_2|es_spanish_emp_2|original_name|Spanish Empire II||1716|1814|Confident|False|False|False
General Variables|Identity and Location|Ọ̀ràézè Ǹrì|ni_nri_k|ni_nri_k|original_name|Ọ̀ràézè Ǹrì||||Confident|False|False|False
General Variables|Identity and Location|Norman England|gb_england_norman|gb_england_norman|original_name|Regnum Anglorum||||Confident|False|False|False
General Variables|Identity and Location|Oaxaca - Rosario|mx_rosario|MxRosar|original_name|Rosario||||Confident|False|False|True
General Variables|Identity and Location|Egypt - Dynasty 0|eg_naqada_3|EgNaqa3|original_name|Egypt - Dynasty 0||||Confident|False|False|True
General Variables|Identity and Location|Tang Dynasty II|cn_tang_dyn_2|CnTangL|original_name|Tang Dynasty II||||Confident|False|False|True
General Variables|Identity and Location|Early A'chik|in_achik_1|InGaroE|original_name|Achik||||Confident|False|False|True
General Variables|Identity and Location|Oneota|us_oneota|USOneot|original_name|Oneota||||Confident|False|False|True
General Variables|Identity and Location|Khanate of Bukhara|uz_janid_dyn|UzJanid|original_name|Khanate of Bukhara||||Confident|False|False|True
General Variables|Identity and Location|Ancient Khwarazm|uz_khwarasm_1|UzKhw01|original_name|Ancient Khwarazm||||Confident|False|False|True
General Variables|Identity and Location|Egypt - Thebes-Libyan Period|eg_thebes_libyan|EgThebL|original_name|Egypt - Thebes-Libyan Period||||Confident|False|False|True
General Variables|Identity and Location|Egypt - Tulunid-Ikhshidid Period|eg_thulunid_ikhshidid|EgTulIk|original_name|Egypt - Tulunid-Ikhshidid Period||||Confident|False|False|True
General Variables|Identity and Location|Spanish Empire I|es_spanish_emp_1|EsHabsb|original_name|Spanish Empire||||Confident|False|False|True
General Variables|Identity and Location|Atlantic Complex|fr_atlantic_complex|FrAtlBA|original_name|Atlantic Complex||||Confident|False|False|True
General Variables|Identity and Location|Beaker Culture|fr_beaker_eba|FrBeakr|original_name|Beaker Culture||||Confident|False|False|True
General Variables|Identity and Location|French Kingdom - Early Bourbon|fr_bourbon_k_1|FrBurbE|original_name|French Kingdom - Early Bourbon||||Confident|False|False|True
General Variables|Identity and Location|Chuuk - Early Truk|fm_truk_1|FmTrukE|original_name|Early Truk||||Confident|False|False|True
General Variables|Identity and Location|Hallstatt B2-3|fr_hallstatt_b2_3|FrHallB|original_name|Hallstatt B||||Confident|False|False|True
General Variables|Identity and Location|Hallstatt C|fr_hallstatt_c|FrHallC|original_name|Hallstatt C||||Confident|False|False|True
General Variables|Identity and Location|Hallstatt D|fr_hallstatt_d|FrHallD|original_name|Hallstatt D||||Confident|False|False|True
General Variables|Identity and Location|Early Merovingian|fr_merovingian_emp_1|FrMervE|original_name|Early Merovingian||||Confident|False|False|True
General Variables|Identity and Location|Proto-Carolingian|fr_merovingian_emp_3|FrMervL|original_name|Proto-Carolingian||||Confident|False|False|True
General Variables|Identity and Location|Middle Merovingian|fr_merovingian_emp_2|FrMervM|original_name|Middle Merovingian||||Confident|False|False|True
General Variables|Identity and Location|La Tene A-B1|fr_la_tene_a_b1|FrTeneA|original_name|La Tene A-B1||||Confident|False|False|True
General Variables|Identity and Location|La Tene B2-C1|fr_la_tene_b2_c1|FrTeneB|original_name|La Tene B2-C1||||Confident|False|False|True
General Variables|Identity and Location|La Tene C2-D|fr_la_tene_c2_d|FrTeneC|original_name|La Tene C2-D||||Confident|False|False|True
General Variables|Identity and Location|French Kingdom - Early Valois|fr_valois_k_1|FrValoE|original_name|French Kingdom - Early Valois||||Confident|False|False|True
General Variables|Identity and Location|French Kingdom - Late Valois|fr_valois_k_2|FrValoL|original_name|French Kingdom - Late Valois||||Confident|False|False|True
General Variables|Identity and Location|Polish Kingdom - Piast Dynasty Fragmented Period|pl_piast_dyn_2|pl_piast_dyn_2|original_name|Polish Kingdom - Piast Dynasty Fragmented Period||||Confident|False|False|False
General Variables|Identity and Location|Kwararafa|ni_kwararafa|ni_kwararafa|original_name|Kwararafa||||Confident|False|False|False
General Variables|Identity and Location|Hungary Kingdom - Árpád Dynasty|hu_arpad_dyn|hu_arpad_dyn|original_name|Hungary Kingdom||||Confident|False|False|False
General Variables|Identity and Location|Hungary Kingdom - Anjou and Later Dynasties|hu_later_dyn|hu_later_dyn|original_name|Hungary Kingdom - Anjou and Later Dynasties||||Confident|False|False|False
General Variables|Identity and Location|Yemen - Era of Warlords|ye_warlords|YeWarLd|original_name|Era of the War Lords||||Confident|False|False|True
General Variables|Identity and Location|Holy Roman Empire - Ottonian-Salian Dynasty|de_empire_1|de_empire_1|original_name|Holy Roman Empire - Ottonian-Salian Dynasty||||Confident|False|False|False
General Variables|Identity and Location|State of the Teutonic Order|pl_teutonic_order|PlTeuton|original_name|State of the Teutonic Order||||Confident|False|False|False
General Variables|Identity and Location|Kingdom of Bohemia - Přemyslid Dynasty|cz_bohemian_k_1|cz_bohemian_k_1|original_name|Kingdom of Bohemia - Přemyslid Dynasty||||Confident|False|False|False
General Variables|Identity and Location|Holy Roman Empire - Hohenstaufen and Welf Dynasties|de_empire_2|de_empire_2|original_name|German Kingdom - Hohenstaufen and Welf Dynasties||||Confident|False|False|False
General Variables|Identity and Location|Electorate of Brandenburg|de_hohenzollern_1|de_brandenburg_1|original_name|Electorate of Brandenburg||||Confident|False|False|False
General Variables|Identity and Location|Brandenburg-Prussia|de_hohenzollern_2|de_brandenburg_2|original_name|Brandenburg-Prussia||||Confident|False|False|False
General Variables|Identity and Location|Electorate of Bavaria|de_bavaria_1|de_bavaria_1|original_name|Electorate of Bavaria||||Confident|False|False|False
General Variables|Identity and Location|Germany - Hohenzollern Dynasty|de_hohenzollern_3|de_hohenzollern_3|original_name|Germany - Hohenzollern Dynasty||||Confident|False|False|False
General Variables|Identity and Location|Holy Roman Empire - Hohenstaufen Faction|de_empire_2_sub|de_empire_2_sub|original_name|Holy Roman Empire - Hohenstaufen Faction||||Confident|False|False|False
General Variables|Identity and Location|Russian Empire, Romanov Dynasty I|ru_romanov_dyn_1|ru_romanov_dyn_1|original_name|Russian Empire, Romanov Dynasty I||||Confident|False|False|False
General Variables|Identity and Location|Russian Empire, Romanov Dynasty II|ru_romanov_dyn_2|ru_romanov_dyn_2|original_name|Russian Empire, Romanov Dynasty II||||Confident|False|False|False
General Variables|Identity and Location|Soviet Union|ru_soviet_union|ru_soviet_union|original_name|Soviet Union||||Confident|False|False|False
General Variables|Identity and Location|East Francia|de_east_francia|de_east_francia|original_name|East Francia||||Confident|False|False|False
General Variables|Identity and Location|Holy Roman Empire - Fragmented Period|de_empire_3|de_empire_3|original_name|Holy Roman Empire||||Confident|False|False|False
General Variables|Identity and Location|Polish Kingdom - Piast Dynasty|pl_piast_dyn_1|PlPoliK|original_name|Polish Kingdom - Piast Dynasty||||Confident|False|False|False
General Variables|Identity and Location|Ottoman Empire IV|tr_ottoman_emp_4|TrOttm5|original_name|Ottoman Empire||||Confident|False|False|False
General Variables|Identity and Location|French Kingdom - Late Bourbon|fr_bourbon_k_2|FrBurbL|original_name|French Kingdom - Late Bourbon||||Confident|False|False|True
General Variables|Identity and Location|Proto-French Kingdom|fr_capetian_k_1|FrCaptE|original_name|Proto-French Kingdom||||Confident|False|False|True
General Variables|Identity and Location|French Kingdom - Late Capetian|fr_capetian_k_2|FrCaptL|original_name|French Kingdom - Late Capetian||||Confident|False|False|True
General Variables|Identity and Location|Carolingian Empire II|fr_carolingian_emp_2|FrCarlL|original_name|Carolingian Empire II||||Confident|False|False|True
General Variables|Identity and Location|Oirats|kz_oirat|KzOirat|original_name|Oirats||||Confident|False|False|False
General Variables|Identity and Location|Majeerteen Sultanate|so_majeerteen_sultanate|so_majeerteen_sultanate|original_name|Majeerteen Sultanate||||Confident|False|False|False
General Variables|Identity and Location|Funj Sultanate|et_funj_sultanate|et_funj_sultanate|original_name|Funj Sultanate||||Confident|False|False|False
General Variables|Identity and Location|Kingdom of Kaffa|et_kaffa_k|et_kaffa_k|original_name|Kingdom of Kaffa||||Confident|False|False|False
General Variables|Identity and Location|Kingdom of Gumma|et_gumma_k|et_gumma_k|original_name|Kingdom of Gumma||||Confident|False|False|False
General Variables|Identity and Location|Mossi|bf_mossi_k_1|bf_mossi_k_1|original_name|Mossi||||Confident|False|False|False
General Variables|Identity and Location|Emirate of Harar|et_harar_emirate|et_harar_emirate|original_name|Emirate of Harar||||Confident|False|False|False
General Variables|Identity and Location|Early Sultanate of Aussa|et_aussa_sultanate|et_aussa_sultanate|original_name|Early Sultanate of Aussa||||Confident|False|False|False
General Variables|Identity and Location|Kingdom of Cayor|se_cayor_k|se_cayor_k|original_name|Kingdom of Cayor||||Confident|False|False|False
General Variables|Identity and Location|Kingdom of Saloum|se_saloum_k|se_saloum_k|original_name|Kingdom of Saloum||||Confident|False|False|False
General Variables|Identity and Location|Kingdom of Baol|se_baol_k|se_baol_k|original_name|Kingdom of Baol||||Confident|False|False|False
General Variables|Identity and Location|Kingdom of Sine|se_sine_k|se_sine_k|original_name|Kingdom of Sine||||Confident|False|False|False
General Variables|Identity and Location|Kingdom of Waalo|se_waalo_k|se_waalo_k|original_name|Kingdom of Waalo||||Confident|False|False|False
General Variables|Identity and Location|Jolof Empire|se_jolof_emp|se_jolof_emp|original_name|Jolof Empire||||Confident|False|False|False
General Variables|Identity and Location|Imamate of Futa Toro|se_futa_toro_imamate|se_futa_toro_imamate|original_name|Imamate of Futa Toro||||Confident|False|False|False
General Variables|Identity and Location|Denyanke Kingdom|se_great_fulo_emp|se_great_fulo_emp|original_name|Denyanke Kingdom||||Confident|False|False|False
General Variables|Identity and Location|Kingdom of Jolof|se_jolof_k|se_jolof_k|original_name|Kingdom of Jolof||||Confident|False|False|False
General Variables|Identity and Location|Buganda II|ug_buganda_k_2|Classical Buganda|original_name|Buganda||||Confident|False|False|False
General Variables|Identity and Location|Toro|ug_toro_k|Toro|original_name|Toro||||Confident|False|False|False
General Variables|Identity and Location|Buganda I|ug_buganda_k_1|Early Buganda copy|original_name|Buganda||||Confident|False|False|False
General Variables|Identity and Location|Karagwe|tz_karagwe_k|Karagwe|original_name|Karagwe||||Confident|False|False|False
General Variables|Identity and Location|Kingdom of Nyinginya|Early Niynginya|Early Niynginya|original_name|Kingdom of Niynginya||||Confident|False|False|False
General Variables|Identity and Location|Nkore|ug_nkore_k_1|Early Nkore|original_name|Nkore||||Confident|False|False|False
General Variables|Identity and Location|Ndorwa|rw_ndorwa_k|Ndorwa|original_name|Ndorwa||||Confident|False|False|False
General Variables|Identity and Location|Burundi|bu_burundi_k|Burundi|original_name|Burundi||||Confident|False|False|False
General Variables|Identity and Location|Mubari|rw_mubari_k|Mubari|original_name|Mubari||||Confident|False|False|False
General Variables|Identity and Location|Gisaka|rw_gisaka_k|Gisaka|original_name|Gisaka||||Confident|False|False|False
General Variables|Identity and Location|Allada|ni_allada_k|ni_allada_k|original_name|Allada||||Confident|False|False|False
General Variables|Identity and Location|Hallstatt A-B1|fr_hallstatt_a_b1|FrHallA|original_name|Hallstatt A-B1||||Confident|False|False|True
General Variables|Identity and Location|Phoenician Empire|lb_phoenician_emp|LbAcPho|original_name|Phoenician Empire||||Confident|False|False|True
General Variables|Identity and Location|Terminal Formative Basin of Mexico|mx_basin_of_mexico_6|MxFormT|original_name|Terminal Formative Basin of Mexico||||Confident|False|False|True
General Variables|Identity and Location|Kingdom of Norway II|no_norway_k_2|NorKing|original_name|Kingdom of Norway||||Confident|False|False|True
General Variables|Identity and Location|Kachi Plain - Aceramic Neolithic|pk_kachi_enl|PkAcerN|original_name|Kachi Plain - Aceramic Neolithic||||Confident|False|False|True
General Variables|Identity and Location|Byzantine Empire III|tr_byzantine_emp_3|TrByzM3|original_name|Bzyantine Empire III||||Confident|False|False|True
General Variables|Identity and Location|Konya Plain - Early Chalcolithic|tr_konya_eca|TrClcER|original_name|Konya Plain - Early Chalcolithic||||Confident|False|False|True
General Variables|Identity and Location|Kingdom of Hawaii - Kamehameha Period|us_kamehameha_k|USKameh|original_name|Kingdom of Hawaii - Kamehameha Period||||Confident|False|False|True
General Variables|Identity and Location|Dutch Empire|nl_dutch_emp_1|nl_dutch_emp_1|original_name|Dutch Empire||||Confident|False|False|False
General Variables|Identity and Location|Anurādhapura I|sl_anuradhapura_1|sl_anuradhapura_1|original_name|Anurādhapura I||||Confident|False|False|False
General Variables|Identity and Location|Jaffna|sl_jaffa_k|sl_jaffa_k|original_name|Jaffna||||Confident|False|False|False
General Variables|Identity and Location|Anurādhapura II|sl_anuradhapura_2|sl_anuradhapura_2|original_name|Anurādhapura II||||Confident|False|False|False
General Variables|Identity and Location|Kingdom of Jimma|et_jimma_k|et_jimma_k|original_name|Kingdom of Jimma||||Confident|False|False|False
General Variables|Identity and Location|Kaabu|gm_kaabu_emp|gm_kaabu_emp|original_name|Kaabu||||Confident|False|False|False
General Variables|Identity and Location|Freetown|si_freetown_1|si_freetown_1|original_name|Freetown||||Confident|False|False|False
General Variables|Identity and Location|Futa Jallon|gu_futa_jallon|gu_futa_jallon|original_name|Futa Jallon||||Confident|False|False|False
General Variables|Identity and Location|Mane|si_mane_emp|si_mane_emp|original_name|Mane||||Confident|False|False|False
General Variables|Identity and Location|Middle and Late Nok|ni_nok_1|ni_nok_1|original_name|Middle and Late Nok||||Confident|False|False|False
General Variables|Identity and Location|West Burkina Faso Yellow I|bf_west_burkina_faso_yellow_5|bf_west_burkina_faso_yellow_5|original_name|West Burkina Faso Yellow I||||Confident|False|False|False
General Variables|Identity and Location|Kanem|cd_kanem|cd_kanem|original_name|Kanem||||Confident|False|False|False
General Variables|Identity and Location|Middle and Late Nok|ni_nok_2|ni_nok_2|original_name|Middle and Late Nok||||Confident|False|False|False
General Variables|Identity and Location|West Burkina Faso Red II and III|bf_west_burkina_faso_red_2|bf_west_burkina_faso_red_2|original_name|West Burkina Faso Red II and III||||Confident|False|False|False
General Variables|Identity and Location|West Burkina Faso Red IV|bf_west_burkina_faso_red_4|bf_west_burkina_faso_red_4|original_name|West Burkina Faso Red IV||||Confident|False|False|False
General Variables|Identity and Location|West Burkina Faso Red I|bf_west_burkina_faso_red_1|bf_west_burkina_faso_red_1|original_name|West Burkina Faso Red I||||Confident|False|False|False
General Variables|Identity and Location|Sape|si_sape|si_sape|original_name|Sape||||Confident|False|False|False
General Variables|Identity and Location|West Burkina Faso Yellow II|bf_west_burkina_faso_yellow_6|bf_west_burkina_faso_yellow_6|original_name|West Burkina Faso Yellow II||||Confident|False|False|False
General Variables|Identity and Location|Toutswe|zi_toutswe|zi_toutswe|original_name|Toutswe||||Confident|False|False|False
General Variables|Identity and Location|Jin|cn_jin_spring_and_autumn|CnJinSA|original_name|Jin||||Confident|False|False|True
General Variables|Identity and Location|Great Zimbabwe|zi_great_zimbabwe|zi_great_zimbabwe|original_name|Great Zimbabwe||||Confident|False|False|False
General Variables|Identity and Location|Torwa-Rozvi|zi_torwa_rozvi|zi_torwa_rozvi|original_name|Torwa-Rozvi||||Confident|False|False|False
General Variables|Identity and Location|Dambadaneiya|sl_dambadeniya|sl_dambadeniya|original_name|Dambadaneiya||||Confident|False|False|False
General Variables|Identity and Location|Anurādhapura IV|sl_anuradhapura_4|sl_anuradhapura_4|original_name|Anurādhapura IV||||Confident|False|False|False
General Variables|Identity and Location|Polonnaruwa|sl_polonnaruva|sl_polonnaruva|original_name|Polonnaruwa||||Confident|False|False|False
General Variables|Identity and Location|Anurādhapura III|sl_anuradhapura_3|sl_anuradhapura_3|original_name|Anurādhapura III||||Confident|False|False|False
General Variables|Identity and Location|Adal Sultanate|so_adal_sultanate|so_adal_sultanate|original_name|Adal Sultanate||||Confident|False|False|False
General Variables|Identity and Location|Tunni Sultanate|so_tunni_sultanate|so_tunni_sultanate|original_name|Tunni Sultanate||||Confident|False|False|False
General Variables|Identity and Location|Ajuran Sultanate|so_ajuran_sultanate|so_ajuran_sultanate|original_name|Ajuran Sultanate||||Confident|False|False|False
General Variables|Identity and Location|Habr Yunis|so_habr_yunis|so_habr_yunis|original_name|Habr Yunis||||Confident|False|False|False
General Variables|Identity and Location|Kingdom of Gomma|et_gomma_k|et_gomma_k|original_name|Kingdom of Gomma||||Confident|False|False|False
General Variables|Identity and Location|Sultanate of Geledi|so_geledi_sultanate|so_geledi_sultanate|original_name|Sultanate of Geledi||||Confident|False|False|False
General Variables|Identity and Location|Shoa Sultanate|et_showa_sultanate|et_showa_sultanate|original_name|Shoa Sultanate||||Confident|False|False|False
General Variables|Identity and Location|Harla Kingdom|et_harla_k|et_harla_k|original_name|Harla Kingdom||||Confident|False|False|False
General Variables|Identity and Location|Hadiya Sultanate|et_hadiya_sultanate|et_hadiya_sultanate|original_name|Hadiya Sultanate||||Confident|False|False|False
General Variables|Identity and Location|Isaaq Sultanate|so_isaaq_sultanate|so_isaaq_sultanate|original_name|Isaaq Sultanate||||Confident|False|False|False
General Variables|Identity and Location|Proto-Yoruba|ni_proto_yoruba|ni_proto_yoruba|original_name|Proto-Yoruba||||Confident|False|False|False
General Variables|Identity and Location|Classical Ife|ni_yoruba_classic|ni_yoruba_classic|original_name|Classical Ife||||Confident|False|False|False
General Variables|Identity and Location|Late Formative Yoruba|ni_formative_yoruba|ni_formative_yoruba|original_name|Late Formative Yoruba||||Confident|False|False|False
General Variables|Identity and Location|Neguanje|co_neguanje|CoNahua|original_name|Neguanje||||Confident|False|False|True
General Variables|Identity and Location|Egypt - Dynasty I|eg_dynasty_1|EgDyn1*|original_name|Egypt - Dynasty I||||Confident|False|False|True
General Variables|Identity and Location|Egypt - Dynasty II|eg_dynasty_2|EgDyn2*|original_name|Egypt - Dynasty II||||Confident|False|False|True
General Variables|Identity and Location|Egypt - Inter-Occupation Period|eg_inter_occupation|EgIntOc|original_name|Egypt - Inter-Occupation Period||||Confident|False|False|True
General Variables|Identity and Location|Igodomingodo|ni_igodomingodo|ni_igodomingodo|original_name|Igodomingodo||||Confident|False|False|False
General Variables|Identity and Location|Igodomingodo|ni_igodomingodo|ni_igodomingodo|original_name|Igodomigodo||||Confident|False|False|False
General Variables|Identity and Location|Ilú-ọba Ọ̀yọ́|ni_oyo_emp_2|ni_oyo_emp_2|original_name|Ilú-ọba Ọ̀yọ́||||Confident|False|False|False
General Variables|Identity and Location|Whydah|ni_whydah_k|ni_whydah_k|original_name|Whydah||||Confident|False|False|False
General Variables|Identity and Location|Oyo|ni_oyo_emp_1|ni_oyo_emp_1|original_name|Oyo||||Confident|False|False|False
General Variables|Identity and Location|Aro|ni_aro|ni_aro|original_name|Aro||||Confident|False|False|False
General Variables|Identity and Location|Geometric Crete|gr_crete_geometric|GrCrGeo|original_name|Geometric Crete||||Confident|False|False|True
General Variables|Identity and Location|Papal States - Renaissance Period|it_papal_state_2|ItPapRn|original_name|Papal States - Renaissance Period||||Confident|False|False|True
General Variables|Identity and Location|Early Formative Basin of Mexico|mx_basin_of_mexico_3|MxFormE|original_name|Early Formative Basin of Mexico||||Confident|False|False|True
General Variables|Identity and Location|Late Formative Basin of Mexico|mx_basin_of_mexico_5|MxFormL|original_name|Late Formative Basin of Mexico||||Confident|False|False|True
General Variables|Identity and Location|Middle Formative Basin of Mexico|mx_basin_of_mexico_4|MxFormM|original_name|Middle Formative Basin of Mexico||||Confident|False|False|True
General Variables|Identity and Location|Sokoto Caliphate|ni_sokoto_cal|ni_sokoto_cal|original_name|Sokoto Caliphate||||Confident|False|False|False
General Variables|Identity and Location|Igala|ni_igala_k|ni_igala_k|original_name|Igala||||Confident|False|False|False
General Variables|Identity and Location|Hausa bakwai|ni_hausa_k|ni_hausa_k|original_name|Hausa bakwai||||Confident|False|False|False
General Variables|Identity and Location|Kanem-Borno|ni_bornu_emp|ni_bornu_emp|original_name|Kanem-Borno||||Confident|False|False|False
General Variables|Identity and Location|Egypt - Mamluk Sultanate I|eg_mamluk_sultanate_1|EgMamBh|original_name|Egypt - Mamluk Sultanate I||||Confident|False|False|True
General Variables|Identity and Location|Egypt - Mamluk Sultanate III|eg_mamluk_sultanate_3|EgMamBu|original_name|Egypt - Mamluk Sultanate III||||Confident|False|False|True
General Variables|Identity and Location|Egypt - Mamluk Sultanate II|eg_mamluk_sultanate_2|EgMamCP|original_name|Egypt - Mamluk Sultanate II||||Confident|False|False|True
General Variables|Identity and Location|Foys|ni_dahomey_k|ni_dahomey_k|original_name|Foys||||Confident|False|False|False
General Variables|Identity and Location|Benin Empire|ni_benin_emp|ni_benin_emp|original_name|Benin Empire||||Confident|False|False|False
General Variables|Identity and Location|Wukari Federation|ni_wukari_fed|ni_wukari_fed|original_name|Wukari Federation||||Confident|False|False|False
General Variables|Identity and Location|Fipa|tz_milansi_k|Milansi|original_name|Fipa||||Confident|False|False|False
General Variables|Identity and Location|Bugesera|rw_bugesera_k|Bugesera|original_name|Bugesera||||Confident|False|False|False
General Variables|Identity and Location|Nkore|ug_nkore_k_2|Classical Nkore|original_name|Nkore||||Confident|False|False|False
General Variables|Identity and Location|Buhaya|tz_buhayo_k|Buhaya|original_name|Buhaya||||Confident|False|False|False
General Variables|Identity and Location|Pandya Dynasty|in_pandya_emp_2|in_pandya_emp_2|original_name|Pandya Dynasty||||Confident|False|False|False
General Variables|Identity and Location|Early Cholas|in_cholas_1|in_cholas_1|original_name|Early Cholas||||Confident|False|False|False
General Variables|Identity and Location|Thanjavur Maratha Kingdom|in_thanjavur_maratha_k|in_thanjavur_maratha_k|original_name|Thanjavur Maratha Kingdom||||Confident|False|False|False
General Variables|Identity and Location|Susa I|ir_susa_1|IrSusa1|original_name|Susa I||||Confident|False|False|True
General Variables|Identity and Location|Susa II|ir_susa_2|IrSusa2|original_name|Susa II||||Confident|False|False|True
General Variables|Identity and Location|Susa III|ir_susa_3|IrSusa3|original_name|Susa III||||Confident|False|False|True
General Variables|Identity and Location|Early Pandyas|in_pandya_emp_1|in_pandya_emp_1|original_name|Early Pandyas||||Confident|False|False|False
General Variables|Identity and Location|Carnatic Sultanate|in_carnatic_sul|in_carnatic_sul|original_name|Carnatic Sultanate||||Confident|False|False|False
General Variables|Identity and Location|Late Pallava Empire|in_pallava_emp_2|in_pallava_emp_2|original_name|Late Pallava Empire||||Confident|False|False|False
General Variables|Identity and Location|Kalabhra Dynasty|in_kalabhra_dyn|in_kalabhra_dyn|original_name|Kalabhra Dynasty||||Confident|False|False|False
General Variables|Identity and Location|Nayaks of Thanjavur|in_thanjavur_nayaks|in_thanjavur_nayaks|original_name|Nayaks of Thanjavur||||Confident|False|False|False
General Variables|Identity and Location|Nayaks of Madurai|in_madurai_nayaks|in_madurai_nayaks|original_name|Nayaks of Madurai||||Confident|False|False|False
General Variables|Identity and Location|Initial Formative Basin of Mexico|mx_basin_of_mexico_2|MxInitl|original_name|Initial Formative Basin of Mexico||||Confident|False|False|True
General Variables|Identity and Location|Tocharians|af_tocharian|AfTochr|original_name|Tocharians||||Confident|False|False|True
General Variables|Identity and Location|Eastern Han Empire|cn_eastern_han_dyn|CnEHan*|original_name|Eastern Han||||Confident|False|False|True
General Variables|Identity and Location|Western Jin|cn_western_jin_dyn|CnErJin|original_name|Western Jin||||Confident|False|False|True
General Variables|Identity and Location|Erligang|cn_erligang|CnErlig|original_name|Erligang||||Confident|False|False|True
General Variables|Identity and Location|Erlitou|cn_erlitou|CnErlit|original_name|Erlitou||||Confident|False|False|True
General Variables|Identity and Location|Koktepe I|uz_koktepe_1|UzKok01|original_name|Koktepe I||||Confident|False|False|True
General Variables|Identity and Location|Hephthalite Empire|af_hephthalite_emp|AfHepht|original_name|Hepthalite Empire||||Confident|False|False|True
General Variables|Identity and Location|Durrani Empire|af_durrani_emp|AfDurrn|original_name|Durrani Empire||||Confident|False|False|True
General Variables|Identity and Location|Hmong - Late Qing|cn_hmong_1|CnHQngL|original_name|Hmong - Late Qing||||Confident|False|False|True
General Variables|Identity and Location|Longshan|cn_longshan|CnLngsh|original_name|Longshan||||Confident|False|False|True
General Variables|Identity and Location|Great Ming|cn_ming_dyn|CnMing*|original_name|Great Ming||||Confident|False|False|True
General Variables|Identity and Location|Northern Song|cn_northern_song_dyn|CnNSong|original_name|Northern Song||||Confident|False|False|True
General Variables|Identity and Location|Northern Wei|cn_northern_wei_dyn|CnNWei*|original_name|Northern Wei||||Confident|False|False|True
General Variables|Identity and Location|Early Qing|cn_qing_dyn_1|CnQingE|original_name|Early Qing||||Confident|False|False|True
General Variables|Identity and Location|Late Qing|cn_qing_dyn_2|CnQingL|original_name|Late Qing||||Confident|False|False|True
General Variables|Identity and Location|Late Shang|cn_late_shang_dyn|CnShang|original_name|Late Shang||||Confident|False|False|True
General Variables|Identity and Location|Sui Dynasty|cn_sui_dyn|CnSui**|original_name|Sui Dynasty||||Confident|False|False|True
General Variables|Identity and Location|Early Wei Dynasty|cn_wei_dyn_warring_states|CnWeiWS|original_name|Early Wei Dynasty||||Confident|False|False|True
General Variables|Identity and Location|Western Han Empire|cn_western_han_dyn|CnWHan*|original_name|Western Han||||Confident|False|False|True
General Variables|Identity and Location|Western Zhou|cn_western_zhou_dyn|CnWZhou|original_name|Western Zhou||||Confident|False|False|True
General Variables|Identity and Location|Yangshao|cn_yangshao|CnYngsh|original_name|Yangshao||||Confident|False|False|True
General Variables|Identity and Location|Great Yuan|cn_yuan_dyn|CnYuan*|original_name|Great Yuan||||Confident|False|False|True
General Variables|Identity and Location|Akan - Pre-Ashanti|gh_akan|GhAshnE|original_name|Akan - Pre-Ashanti||||Confident|False|False|True
General Variables|Identity and Location|Ashanti Empire|gh_ashanti_emp|GhAshnL|original_name|Ashanti Empire||||Confident|False|False|True
General Variables|Identity and Location|Final Postpalatial Crete|gr_crete_post_palace_2|GrCrFPa|original_name|Final Postpalatial Crete||||Confident|False|False|True
General Variables|Identity and Location|Badarian|eg_badarian|EgBadar|original_name|Badarian||||Confident|False|False|True
General Variables|Identity and Location|Naqada I|eg_naqada_1|EgNaqa1|original_name|Naqada I||||Confident|False|False|True
General Variables|Identity and Location|Naqada II|eg_naqada_2|EgNaqa2|original_name|Naqada II||||Confident|False|False|True
General Variables|Identity and Location|Ayyubid Sultanate|eg_ayyubid_sultanate|EgAyyub|original_name|Ayyubid Sultanate||||Confident|False|False|True
General Variables|Identity and Location|Egypt - New Kingdom Ramesside Period|eg_new_k_2|EgNKRam|original_name|Egypt - New Kingdom Ramesside Period||||Confident|False|False|True
General Variables|Identity and Location|Egypt - New Kingdom Thutmosid Period|eg_new_k_1|EgNKThu|original_name|Egypt - New Kingdom Thutmosid Period||||Confident|False|False|True
General Variables|Identity and Location|Ptolemaic Kingdom I|eg_ptolemaic_k_1|EgPtol1|original_name|Ptolemaic Kingdom I||||Confident|False|False|True
General Variables|Identity and Location|Egypt - Classic Old Kingdom|eg_old_k_1|EgOldK1|original_name|Egypt - Classic Old Kingdom||||Confident|False|False|True
General Variables|Identity and Location|Egypt - Late Old Kingdom|eg_old_k_2|EgOldK2|original_name|Egypt - Late Old Kingdom||||Confident|False|False|True
General Variables|Identity and Location|Ptolemaic Kingdom II|eg_ptolemaic_k_2|EgPtol2|original_name|Ptolemaic Kingdom II||||Confident|False|False|True
General Variables|Identity and Location|Archaic Crete|gr_crete_archaic|GrCrArc|original_name|Archaic Crete||||Confident|False|False|True
